Unq_ID,DataOrigin,TraitName,OLDTrait,LifeStage,Sex,TraitDef,OLDTraitDef,RearTemp,AmbientTemp,TraitValue,OLDTraitValueSI,TraitUnit,OLDTraitUnit,ErrorPosSI,ErrorNegSI,ErrorUnitSI,Replicates,Cohort (n),Labfield,Location ,Genus,Species,Citation,FigureTable,Notes,,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 16",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 16",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.02,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 16",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.02,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 16",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.02,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 16",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 16",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.02,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 16",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 16",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 16",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 16",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.03,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.2,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.12,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.19,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.23,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.15,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.05,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.04,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.06,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.02,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.05,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.02,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.07,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.05,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.03,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.05,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.04,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.03,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.05,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.03,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.03,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.02,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.08,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.08,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.03,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.03,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.05,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.05,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.03,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.02,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.04,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.01,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.04,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.02,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.02,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.03,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.03,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
20,Erin (vector-borne_disease_data_adjusted),Development Rate,MDR,,,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,the rate at which a larval vector develops into an adult; the inverse of the number of days required for development from egg to adult,"22,26,30",26,0.02,0,1/days,1/s,,,,1,100,Lab,East st Louise,Aedes,albopictus,Alto_et_al_2001b_JMedEnto,Raw Data from Author,"The following from Alto are at the low fluctuation treatment (90%), Cage 17",,,,,,,
